"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_url"
"15416";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/15416";"PL";"406";"1988";"139";"Projeto de Lei";"INCORPORA TERRENOS DA UNIÃO FEDERAL AO PATRIMONIO DA COHAB - RJ, PARA LOTEAMENTO E VENDA AOS FLAGELADOS DAS ENCHENTES DO ESTADO DO RIO DE JANEIRO.";"";"INCORPORAÇÃO, TERRENO, UNIÃO FEDERAL, MINISTERIO, AUTARQUIA, ORGÃO
PUBLICO, PATRIMONIO, (COHAB), OBJETIVO, LOTEAMENTO, VENDA, VITIMA,
INUNDAÇÃO, ESTADO, (RJ).";"1988-02-24T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=51054";"";"2004-11-16T00:00:00";"14";"";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"Ordinária (Art. 151, III, RICD)";"Arquivamento";"502";"Arquivada";"923";"Ao Arquivo - Mem. 305";""
"15606";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/15606";"PL";"571";"1988";"139";"Projeto de Lei";"Estabelece a obrigatoriedade da incidência de correção monetária sobre as importâncias pagas com atraso pelas entidades e orgãos vinculados a administração pública, relativas aos contratos que especifica, e dá outras providências.";"Contrato de obras, serviços e compras.";"Obrigatoriedade, incidência, correção monetária, valor, pagamento, atraso, administração pública, administração indireta, fundação, empresa pública, contrato, obra pública, serviço, aquisição, material.";"1988-04-13T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=46176";"";"2001-04-24T00:00:01";"79";"https://dadosabertos.camara.leg.br/api/v2/deputados/74327";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"Ordinária (Art. 151, III, RICD)";"Leitura e publicação do Parecer";"330";"Pronta para Pauta";"924";"Leitura e publicação dos pareceres da CEIC, CFT e CCJR a emenda do Senado.
Pronto para a Ordem do Dia.
PL 571-D/88.";""
"15760";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/15760";"PL";"710";"1988";"139";"Projeto de Lei";"Torna obrigatórios a elaboração de estudo de impacto ambiental e respectivo relatório de impacto ambiental (RIMA).";"";"Obrigatoriedade, elaboração, estudo de impacto ambiental, (RIMA), licenciamento ambiental, construção, rodovia, ferrovia, porto, atividade portuária, serviço portuário, terminal, minério, aeroporto, gasoduto, oleoduto, esgoto, linha de transmissão, energia elétrica, exploração, recursos hídricos, barragem, canal, navegação, drenagem, irrigação, dique, curso d'água, extração, combustível, petróleo, xisto, carvão mineral, aterro, saneamento, resíduo, tóxico, rejeitos radioativos, usina, eletricidade, complexo industrial, atividade agro-industrial, petroquímica, siderurgia, complexo cloroquímico, destilaria, álcool etílico, área industrial, madeira, lenha, plano urbanístico, zoneamento, municípios, utilização, carvão vegetal, competência, técnico, habilitação profissional, encargo, responsável, projeto, realização, audiência, solicitação, sociedade civil, Ministério Público, número, cidadão.  
_Definição, crime contra a administração pública, concessão, licença, descumprimento, legislação, pena de detenção, multa.  
_Definição, crime contra o meio ambiente, danos ambientais, omissão, estudo, pena de detenção, responsável, inclusão, erro, avaliação técnica, perda, danos.";"1988-05-24T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=16935";"";"2012-02-06T00:00:00";"44";"https://dadosabertos.camara.leg.br/api/v2/deputados/74534";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"Ordinária (Art. 151, III, RICD)";"Notificação de Apensação";"504";"Pronta para Pauta";"924";"Apense-se a este(a) o(a) PL-2957/2011.
DCD do dia 07/02/12 PÁG 00975 COL 01.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=961157"
"15805";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/15805";"PL";"740";"1988";"139";"Projeto de Lei";"Condiciona a utilização de mercúrio e do cianeto no processo de extração de ouro à sua posterior recuperação, mediante a utilização de técnicas e de equipamentos específicos";"";"Requisitos, utilização, mercúrio, produto químico, extração, ouro, obrigatoriedade, equipamentos, técnico, recuperação, meio ambiente, mineração, definição, crime ambiental, pena de detenção, multa, infração ambiental, utilização, importação, comercialização, obrigatoriedade, reparação, danos.";"1988-03-12T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=35722";"";"1996-09-17T00:00:00";"35";"https://dadosabertos.camara.leg.br/api/v2/deputados/74214";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"Ordinária (Art. 151, III, RICD)";"Leitura e publicação do Parecer";"330";"Pronta para Pauta";"924";"LEITURA E PUBLICAÇÃO DOS PARECERES DAS CME, CDCMAM E
CCJR AS EMENDAS DE PLENARIO.
PRONTO PARA A ORDEM DO DIA.  PL. 740-B/88.
DCD 19 09 96 PAG 25721 COL 02.";""
"15851";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/15851";"PL";"773";"1988";"139";"Projeto de Lei";"Concede pensão especial a Waldemiro Bazzanella e dá outras providências";"";"Concessão, pensão especial, vítima, acidente de trânsito, viatura, Exército,  invalidez, extinção, benefício, morte, beneficiário.";"1988-03-12T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=71270";"";"1995-06-01T00:00:00";"24";"https://dadosabertos.camara.leg.br/api/v2/deputados/73435";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"Prioridade (Art. 151, II, RICD)";"Leitura e publicação do Parecer";"330";"Pronta para Pauta";"924";"LEITURA E PUBLICAÇÃO DOS PARECERES DA CCJR E CFT AO PROJETO E A EMENDA DE PLENARIO. 
PRONTO PARA A ORDEM DO DIA.  PL. 773-B/88.";""
"16016";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/16016";"PL";"906";"1988";"139";"Projeto de Lei";"Dispõe sobre a produção, comercialização, utilização e fiscalização de produtos de clorofluorcarbono halogenados (CFC 11, 12, 113, 114 e 115 e Halon 1211, 1311 e 2402) e dá outras providências, nos termos do Protocolo de Montreal.";"Limita a produção e comercialização de clorofluorcarbono halogenado, em todas as suas formas de emprego, até substituí-lo por gases substitutivos de menor ou nulo efeito danoso à camada de ozônio da atmosfera, proibe sua utilização como gás propelente de 
produto apresentado em aerosol, ressalvando-se os casos de produtos imprescindíveis, e desde que não exista substituto, cuja aprovação será feita pelo orgão federal competente.";"Normas, produção, comercialização, utilização, fiscalização, produto químico, gás, aerosol, produto poluente,  proteção, meio ambiente, reserva ecológica.  
_ Competencia, (SISNAMA), execução, politica, utilização, produto químico, critérios, Protocolo de Montreal, definição, programa, produção, comercialização, redução, prazo, previsão, substituição, equipamentos, processo, material tecnico, materia prima, previsão, participação, estados, municipios.  
_ Proibição, utilização, gas, produto quimico, propelente, aerosol, ressalva, necessidade, dependencia, aprovação, orgão tecnico, orgão publico.";"1988-09-13T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/16091";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=70312";"";"1989-09-20T00:00:00";"10";"https://dadosabertos.camara.leg.br/api/v2/deputados/74547";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"Prioridade (Art. 151, II, RICD)";"Despacho de Apensação";"129";"Tramitando em Conjunto";"925";"DEFERIDO REQUERIMENTO DA CCJR, SOLICITANDO A ANEXAÇÃO
DESTE AO PL. 975/88.";""
"16089";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/16089";"PL";"974";"1988";"139";"Projeto de Lei";"Determina que o Poder Executivo exija das representações diplomáticas estrangeiras o cumprimento da legislação trabalhista.";"";"Alteração, obrigatoriedade, Executivo, exigência, repartição consular, consulado, embaixada estrangeira,  empregado, contratação, território nacional, infração, responsabilidade, país estrangeiro, observação, normas, direito internacional.  
_Normas, licença, Presidente da Republica, aceitação, comissão, emprego, pensões, governo estrangeiro, concessão, pais estrangeiro, empregado, contratação, territorio nacional.";"1988-09-19T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=72341";"";"1993-03-16T00:00:00";"20";"https://dadosabertos.camara.leg.br/api/v2/deputados/74555";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"Prioridade (Art. 151, II, RICD)";"Remessa ao Senado Federal";"128";"Aguardando Apreciação pelo Senado Federal";"926";"REMESSA AO SF, ATRAVES DO OF PS-GSE 44/93.";""
"16091";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/16091";"PL";"975";"1988";"139";"Projeto de Lei";"Proíbe a produção, comercialização e utilização, em todo o território nacional, de aerossóis que contenham clorofluorcabono, e dá outras providências.";"";"Proibição, comercialização, utilização, aerosol, produto químico, território nacional, infração, crime, vida, saúde, meio ambiente, camada de ozônio, penalidade, infrator.";"1988-09-19T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=14663";"";"2009-02-03T00:00:00";"61";"https://dadosabertos.camara.leg.br/api/v2/deputados/141545";"180";"PLEN";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"Prioridade (Art. 151, II, RICD)";"Publicação de Proposição";"604";"Pronta para Pauta";"924";"Encaminhada à publicação. Parecer da Comissão de Constituição e Justiça e de Cidadania publicado no DCD 04 02 09 PAG 2233 COL 01,  Letra B.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=668320"
"16108";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/16108";"PL";"989";"1988";"139";"Projeto de Lei";"Regulamenta o § 3º do artigo 192 da Constituição Federal e dá outras providências";"Fixa a taxa de juros reais em doze por cento ao ano, de acordo com a Constituição Federal de 1988 e define o crime de usura pela cobrança de taxas superiores ao estabelecido.";"_Regulamentação, Constituição Federal, fixação, taxas, juros, inclusão, comissões, remuneração, concessão,  linha de crédito, empréstimo, financiamento, operação financeira, mercado de capitais, desconto, inflação, variação, (OTN), exclusão, tributos, impostos. 
_Definição, crime inafiançável, agiotagem, infração, Lei de Usura, cobrança, taxas, descumprimento, limitação, aplicação, penalidade, exclusão, fiança.
_Aplicação, limitação, taxas, juros, operação financeira, emissão, debentures, arrendamento mercantil, créditos, título, contrato, obrigações, pagamento, dinheiro, financiamento, repasse, recursos externos, empréstimo externo, moeda estrangeira, instituição financeira, mercado aberto, mercado financeiro.
_Exclusão, cobrança, encargo, moratória, juros de mora, limitação, legislação.
_Competência, (CIP), fixação, tarifas, cobrança, serviço bancário.";"1988-10-11T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/15641";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=28887";"";"2009-04-16T00:00:00";"12";"https://dadosabertos.camara.leg.br/api/v2/deputados/139328";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"Ordinária (Art. 151, III, RICD)";"Arquivamento";"502";"Arquivada";"923";"Arquivado nos termos do § 4º do artigo 164 do RICD. DCD 17 04 09 PAG 13800 COL 02.";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=677875"
"16117";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/16117";"PL";"998";"1988";"139";"Projeto de Lei";"Regula o rito processual do Mandado de Injunção e dá outras providências";"Define competências e normas relativas ao mandado de injunção, regula os artigos quinto, artigo 102, artigo 105, artigo 111, artigo 121, artigo 124, artigo 125, artigo 129, artigo 130 e artigo 134 da Constituição Federal de 1988.";"Regulamentação, Constituição Federal, concessão, mandado de injunção, omissão, exercício, direitos e garantias fundamentais, nacionalidade, soberania, cidadania, inaplicabilidade, habeas corpus, mandado de segurança, habeas data. _Definição, legitimidade, partes, impetração, mandado de injunção, pessoa física, pessoa jurídica, partido político, sindicato, associação de classe, associação profissional, Ministério Público, Defensoria Pública. _Competência, Supremo Tribunal Federal (STF), Superior Tribunal de Justiça (STJ), Tribunal Superior do Trabalho (TST), Tribunal Regional do Trabalho (TRT), Tribunal Superior Eleitoral (TSE),Tribunal Regional Eleitoral (TRE), Superior Tribunal Militar (STM), processo, julgamento, mandado de injunção. _Normas, estado (ente federado), inclusão, Constituição Estadual, competência, processo, julgamento, mandado de injunção, competência, caráter provisório, Tribunal de Justiça, juiz de direito, processo, julgamento, mandado de injunção, omissão, governo estadual, Assembléia Legislativa, Tribunal de Contas, Secretário de Estado, Procurador Geral da Justiça, prefeito, capital de estado, Câmara Municipal.  
_Normas, apresentação, petição inicial, comprovação, alegações, requerimento, documento, orgãos, administração pública, prazo, recurso judicial,  apelação, tribunal de justiça, notificação, solicitação, informações, defesa, prazo, Ministerio Publico, sentença, autos, instrução processual, realização, pericia, nomeação, perito, designação, testemunha, audiencia, inclusão, pauta de julgamento, concessão, liminar, determinação, cumprimento, direitos, liberdade, prerrogativa, garantia constitucional. _Prejudicialidade, mandado de injunção,  aprovação, normas, período, ação judicial, extinção, processo, prazo, recurso judicial, concessão, decisão denegatória, inexistência, efeito suspensivo, definição, prioridade, ato judicial, ressalva, habeas corpus.";"1988-10-10T00:00:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/21268";"";"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=15896";"";"2015-03-24T00:00:00";"13";"https://dadosabertos.camara.leg.br/api/v2/deputados/131089";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"Urgência (Art. 155, RICD)";"Arquivamento";"502";"Arquivada";"923";"Declarado prejudicado em face da aprovação do PL n. 6.128/2009, apensado (Sessão Deliberativa Extraordinária de 24/03/2015 - 20:01).";""
